group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Native American_Male_CEO,"[0.42312162078684595, 0.5485905403732626, 0.5838986989713755, 0.6199473931556997, 0.583692540088084]","[0.6091966621351282, 0.7384974813783486, 0.7331838599598994, 0.7173525563402678, 0.7348465198175214]","[0.1860750413482823, 0.18990694100508598, 0.14928516098852396, 0.09740516318456816, 0.15115397972943734]",23,23
Native American_Male_Cashier,"[0.6975317609281879, 0.7214711727046089, 0.6954104259368529, 0.6695824777128319, 0.6285393599459274]","[0.6929854209943358, 0.7028789601336607, 0.6704838329611801, 0.6392496124751825, 0.5702945255964612]","[-0.004546339933852117, -0.01859221257094823, -0.02492659297567279, -0.03033286523764933, -0.058244834349466146]",23,23
Native American_Male_Cleaner,"[0.7250499037210733, 0.7254758997993911, 0.7554299113327128, 0.7862317342147788, 0.7702777743779796]","[0.7531542259218034, 0.744815646375426, 0.7626810310132273, 0.75941930183974, 0.7574777471425609]","[0.028104322200730114, 0.019339746576034877, 0.007251119680514506, -0.02681243237503872, -0.012800027235418732]",23,23
Native American_Male_Doctor,"[0.08336069566082928, 0.14708097647814145, 0.23574218751584083, 0.35673394737107245, 0.4780592988964251]","[0.20085111513077883, 0.2747830812801546, 0.3148800778695415, 0.4079057196449965, 0.5582281804564058]","[0.11749041946994955, 0.12770210480201316, 0.07913789035370064, 0.051171772273924054, 0.08016888155998064]",23,23
Native American_Male_Lawyer,"[0.16310988169138407, 0.2710981532591307, 0.30680772034365, 0.29807761620627937, 0.3095518270029762]","[0.3890477097675324, 0.46867979042436864, 0.4984465739581402, 0.47794108270958136, 0.49600254315228826]","[0.22593782807614832, 0.1975816371652379, 0.19163885361449018, 0.17986346650330198, 0.18645071614931208]",23,23
Native American_Male_Mechanic,"[0.5863712110257954, 0.5964021518578305, 0.5900316654718099, 0.6271290158481312, 0.6755389647510719]","[0.6521367825437429, 0.6858121308095797, 0.6579845613750497, 0.6725191634012254, 0.6966111529604467]","[0.06576557151794749, 0.08940997895174918, 0.06795289590323983, 0.04539014755309423, 0.021072188209374842]",23,23
Native American_Male_Nurse,"[0.3415677486890244, 0.4671543348152445, 0.4373230287133665, 0.32508763798859996, 0.2348959033206289]","[0.5173280311265348, 0.6045857600068939, 0.5306724792700497, 0.3566724560744063, 0.27089610404518943]","[0.1757602824375104, 0.13743142519164941, 0.0933494505566832, 0.03158481808580632, 0.03600020072456053]",23,23
Native American_Male_Teacher,"[0.5924891303030426, 0.6637413214819071, 0.67175106622631, 0.7109019273201386, 0.7039539317368612]","[0.7110293705321694, 0.7800437738540189, 0.7633116988898846, 0.7409436441360226, 0.7134108907782771]","[0.11854024022912679, 0.11630245237211179, 0.09156063266357461, 0.03004171681588408, 0.009456959041415969]",23,23
