group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Native American_Female_Cashier,"[0.7317674410487017, 0.7483867775668817, 0.728312534424483, 0.7142947897184327, 0.7052223590126523]","[0.7646011471934583, 0.7651894577148584, 0.7290404342784342, 0.6836757278756818, 0.6429331339078855]","[0.03283370614475656, 0.0168026801479767, 0.0007278998539512749, -0.030619061842750983, -0.062289225104766754]",23,23
Native American_Female_Cleaner,"[0.7581598062731333, 0.7930442359085654, 0.7859575354586154, 0.7841793763034116, 0.8088147279193421]","[0.8041189874812275, 0.8115112348040275, 0.8157666852698915, 0.8131772600033658, 0.8110640816976677]","[0.04595918120809417, 0.018466998895462106, 0.029809149811276137, 0.028997883699954152, 0.002249353778325691]",23,23
Native American_Female_Doctor,"[0.043827737021000866, 0.09876144973716316, 0.09534079504548501, 0.18241951149200625, 0.2244945968444776]","[0.16822600910471971, 0.270116576664442, 0.33537352497374373, 0.4123437665527391, 0.5167811247334303]","[0.12439827208371884, 0.17135512692727883, 0.24003272992825872, 0.22992425506073283, 0.2922865278889527]",23,23
Native American_Female_Lawyer,"[0.14132392325118062, 0.18424769523403575, 0.21292167345640667, 0.2739594248941826, 0.32820058871256763]","[0.2934931156653042, 0.3245906820310527, 0.3996093506493613, 0.4292114932738148, 0.46282967513129714]","[0.1521691924141236, 0.14034298679701693, 0.18668767719295465, 0.15525206837963218, 0.1346290864187295]",23,23
Native American_Female_Mechanic,"[0.4524291738181776, 0.4484714590156093, 0.45609626119305025, 0.4651239130579113, 0.5319901415335245]","[0.573624787936078, 0.5268017605420487, 0.5776095211585444, 0.604723390125087, 0.5915866683896195]","[0.12119561411790036, 0.07833030152643944, 0.12151325996549411, 0.13959947706717574, 0.059596526856094956]",23,23
Native American_Female_Nurse,"[0.40568330020099724, 0.44145040985417233, 0.47484769285050155, 0.37192096411077985, 0.2863580987728291]","[0.5892289510116625, 0.6385351704804992, 0.6102134746085915, 0.535712213029748, 0.4882419426499115]","[0.18354565081066526, 0.1970847606263269, 0.13536578175809, 0.16379124891896818, 0.20188384387708241]",23,23
Native American_Female_Teacher,"[0.10996504198543859, 0.162026532501571, 0.20373440218721758, 0.2611442090563142, 0.28806797583975]","[0.30825667856576544, 0.37633500115528307, 0.44575660758539465, 0.47398211184359373, 0.5623879705217051]","[0.19829163658032684, 0.21430846865371206, 0.24202220539817706, 0.21283790278727954, 0.27431999468195506]",23,23
Native American_Male_Accountant,"[0.5293401345565074, 0.6055860597112117, 0.6058866681975852, 0.5071000496859709, 0.4743340515248311]","[0.7219096274744389, 0.8175940806611611, 0.7958236961807161, 0.7326225751143348, 0.6544109808635064]","[0.19256949291793146, 0.21200802094994942, 0.18993702798313095, 0.22552252542836393, 0.18007692933867525]",23,23
