group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Native American_Female_Cashier,"[0.5352390169810145, 0.5546254997179727, 0.6498805703937294, 0.7362101072511632, 0.7302766769342351]","[0.5508863971304556, 0.5725090461998541, 0.6495960871373515, 0.6797404940081752, 0.6969856161559808]","[0.015647380149441115, 0.017883546481881396, -0.0002844832563778654, -0.05646961324298805, -0.03329106077825439]",23,23
Native American_Female_Cleaner,"[0.9330452399313056, 0.9180824557288926, 0.9824114427488866, 0.9990471972454187, 0.9990102899463895]","[0.8893895291606546, 0.9323761215491831, 0.9718568007355, 0.9979581350775409, 1.0]","[-0.043655710770651, 0.014293665820290569, -0.010554642013386628, -0.0010890621678777412, 0.000989710053610482]",23,23
Native American_Female_Doctor,"[0.0021618542764209442, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.009671277823754331, 0.0017225694232600043, 0.007248089333347338]","[-0.0021618542764209442, 0.0, 0.009671277823754331, 0.0017225694232600043, 0.007248089333347338]",23,23
Native American_Female_Lawyer,"[0.2044070663601214, 0.19882404821815491, 0.2811431295407632, 0.3193131082403901, 0.37979283192029883]","[0.19192212100929693, 0.1983096095060912, 0.2776728554884366, 0.3190544770030547, 0.3924705453286425]","[-0.012484945350824478, -0.0005144387120637195, -0.003470274052326583, -0.00025863123733538274, 0.012677713408343672]",23,23
Native American_Female_Mechanic,"[0.7441318800044686, 0.7596297862996046, 0.8904163571719679, 0.952176518847977, 0.9591222868155423]","[0.7507054067305114, 0.7599459037150996, 0.8821790626701101, 0.9001572788749035, 0.8796916797489875]","[0.006573526726042833, 0.0003161174154949764, -0.008237294501857728, -0.05201923997307356, -0.0794306070665548]",23,23
Native American_Female_Nurse,"[0.11312008934090233, 0.11398933996802475, 0.0941932778620805, 0.09424733830202486, 0.06701321391879862]","[0.14419123168961928, 0.14657118319505694, 0.1465323227084934, 0.12036541969165455, 0.14334336363172226]","[0.031071142348716954, 0.032581843227032184, 0.0523390448464129, 0.02611808138962969, 0.07633014971292364]",23,23
Native American_Female_Teacher,"[0.20032242892841148, 0.2523687151902919, 0.3411652107651163, 0.27045378734124764, 0.2528184268036195]","[0.24731222825626223, 0.3164370364731409, 0.4195163130422383, 0.4154572082103929, 0.48581491702322294]","[0.046989799327850745, 0.064068321282849, 0.078351102277122, 0.14500342086914525, 0.23299649021960345]",23,23
Native American_Male_Accountant,"[0.09682491602956964, 0.11608100071152129, 0.11730719584392284, 0.12457422359839192, 0.1176974399382966]","[0.09323593298934506, 0.11083818964855106, 0.14754582857730875, 0.17332100511770007, 0.15684393094419102]","[-0.0035889830402245776, -0.005242811062970226, 0.03023863273338591, 0.048746781519308155, 0.03914649100589443]",23,23
