group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
White_Female_Teacher,"[0.4969548693358532, 0.5390191265223381, 0.6038601862228996, 0.6612219120779768, 0.6239778001299012]","[0.5027053203975964, 0.6154262006008372, 0.6963712319308855, 0.6943670367969397, 0.636966827424059]","[0.005750451061743211, 0.07640707407849912, 0.09251104570798585, 0.033145124718962915, 0.01298902729415774]",23,23
White_Male_Accountant,"[0.24479903012764878, 0.27193822151930047, 0.27327385789976394, 0.3161352623810245, 0.2963106837004864]","[0.2501012599607334, 0.27304776781348683, 0.2880474478447034, 0.3439278771804055, 0.35898309646971616]","[0.005302229833084621, 0.0011095462941863588, 0.014773589944939436, 0.027792614799381, 0.06267241276922975]",23,23
White_Male_CEO,"[0.20722073333051347, 0.22168412702081247, 0.17388606617789443, 0.14489742521233018, 0.10270004716154679]","[0.22230438764738863, 0.24058923737074622, 0.19883865930432953, 0.14293222568512046, 0.08186811755772017]","[0.015083654316875167, 0.01890511034993375, 0.024952593126435108, -0.001965199527209721, -0.020831929603826627]",23,23
White_Male_Cashier,"[0.5041446222622579, 0.5437980368471214, 0.6324252723441338, 0.6958206786903232, 0.7048657234209912]","[0.514467202195293, 0.556026431385342, 0.6131515391742517, 0.6963522252016671, 0.7425657001708323]","[0.010322579933035092, 0.012228394538220666, -0.019273733169882123, 0.0005315465113439055, 0.03769997674984116]",23,23
White_Male_Cleaner,"[0.7937126512605709, 0.8069085055820865, 0.8446248126837326, 0.8823325090941908, 0.8699030200303565]","[0.7700080438717767, 0.7978101439824792, 0.830828530291885, 0.8912611320932722, 0.9123206234080866]","[-0.023704607388794208, -0.009098361599607308, -0.013796282391847603, 0.00892862299908137, 0.04241760337773015]",23,23
White_Male_Doctor,"[0.3093870542037708, 0.3587959768370343, 0.37417383481009797, 0.39402762284851817, 0.3883051066690195]","[0.29721754548834867, 0.35922535647270626, 0.3889983931662168, 0.4338101994889422, 0.3973827110189611]","[-0.012169508715422106, 0.000429379635671967, 0.014824558356118844, 0.03978257664042406, 0.009077604349941593]",23,23
White_Male_Lawyer,"[0.33931148314550424, 0.3500775272125486, 0.3727496963554703, 0.38506770320507283, 0.41767869931618373]","[0.309094858987996, 0.3300155477793917, 0.3662717397928569, 0.414162984650754, 0.4622671568540486]","[-0.030216624157508254, -0.020061979433156907, -0.006477956562613407, 0.029095281445681187, 0.04458845753786489]",23,23
White_Male_Mechanic,"[0.8856742642377285, 0.9056489445281212, 0.9523566282455382, 0.9646286876612316, 0.9861644194920836]","[0.8788110048136071, 0.8943272981032393, 0.9314333910563862, 0.9575771792913194, 0.9628895208926675]","[-0.006863259424121471, -0.01132164642488187, -0.02092323718915201, -0.007051508369912196, -0.023274898599416005]",23,23
