group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Asian_Female_Teacher,"[0.8809175639958259, 0.9560943497215151, 0.9869977887001127, 0.9930425984234208, 1.0]","[0.9154631942903536, 0.9391087216430359, 0.9855287621464422, 0.9840622927579304, 0.9945910837504558]","[0.03454563029452773, -0.016985628078479142, -0.0014690265536704272, -0.008980305665490351, -0.0054089162495442045]",23,23
Asian_Male_Accountant,"[0.21675177396346976, 0.2091169345227351, 0.24955589653941446, 0.26078350226992875, 0.2959087676344398]","[0.1987656266466981, 0.21024322932728473, 0.2375730358237038, 0.22448114807281006, 0.22461119486181805]","[-0.017986147316771645, 0.0011262948045496213, -0.01198286071571067, -0.03630235419711869, -0.07129757277262175]",23,23
Asian_Male_CEO,"[0.09652637832305276, 0.15193189551747374, 0.2291020150237328, 0.23644210787579828, 0.21307041140590918]","[0.10300406737102315, 0.17723266174065544, 0.2680740210200448, 0.33577039133054104, 0.379347333583591]","[0.006477689047970386, 0.025300766223181698, 0.03897200599631198, 0.09932828345474276, 0.16627692217768184]",23,23
Asian_Male_Cashier,"[0.48088343297424646, 0.5220232300163072, 0.6070081542344882, 0.6553091057286622, 0.6775083215861178]","[0.4966341872085281, 0.5453803383896062, 0.6147419962069395, 0.6478542687915995, 0.6639791159705647]","[0.015750754234281628, 0.023357108373298963, 0.007733841972451305, -0.007454836937062725, -0.013529205615553153]",23,23
Asian_Male_Cleaner,"[0.8260759051445306, 0.8420845906846368, 0.9076390443560863, 0.9406045886476595, 0.9632698962868286]","[0.8294350564463455, 0.8357368962244578, 0.8760182883376272, 0.9397842042138457, 0.9310787326616319]","[0.0033591513018149666, -0.006347694460179021, -0.03162075601845915, -0.0008203844338138255, -0.032191163625196695]",23,23
Asian_Male_Doctor,"[0.3038214641760843, 0.38855430773424227, 0.47886991844126464, 0.4936978728717303, 0.48932927129363096]","[0.3093104414706118, 0.42543721584484745, 0.4966837942237942, 0.549493934744583, 0.5820263943474104]","[0.0054889772945275195, 0.036882908110605184, 0.017813875782529576, 0.05579606187285269, 0.09269712305377947]",23,23
Asian_Male_Lawyer,"[0.532283331929983, 0.5988382910476082, 0.693004791714148, 0.7523430007958665, 0.8205659390639746]","[0.5325249980991116, 0.5706193331879087, 0.6528457881917762, 0.651189050229971, 0.7843933043079725]","[0.00024166616912857375, -0.028218957859699523, -0.04015900352237178, -0.10115395056589549, -0.036172634756002076]",23,23
Asian_Male_Mechanic,"[0.7425094736456354, 0.7533159028552256, 0.8115566282432216, 0.8801643085324286, 0.907849309319195]","[0.7401930973328913, 0.759050053824873, 0.8355627400318874, 0.8657857646574086, 0.8773694632780087]","[-0.0023163763127440617, 0.005734150969647356, 0.02400611178866574, -0.014378543875019911, -0.030479846041186365]",23,23
