group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Hispanic_Female_Doctor,"[0.1855733748122878, 0.2719388756637425, 0.42663068257558545, 0.5340056678451373, 0.5442445589476493]","[0.1482796795359735, 0.21684310508919513, 0.3956029735623759, 0.5422466370261151, 0.5237880422794297]","[-0.03729369527631429, -0.05509577057454734, -0.03102770901320956, 0.00824096918097783, -0.020456516668219682]",23,23
Hispanic_Female_Lawyer,"[0.4812510222050046, 0.4934432036773242, 0.6015047428211062, 0.6920353535314777, 0.7939356578317461]","[0.45662859995352495, 0.45651251624691447, 0.5376251818393348, 0.6824139442788962, 0.7845087209081847]","[-0.024622422251479648, -0.036930687430409725, -0.06387956098177139, -0.009621409252581481, -0.009426936923561446]",23,23
Hispanic_Female_Mechanic,"[0.8465157977190227, 0.8405678859102569, 0.9333629011405595, 0.9582442025754292, 0.97762802903111]","[0.8447376318639196, 0.8370022123727149, 0.8937881094298971, 0.9413689670340057, 0.9517748053584274]","[-0.0017781658551031532, -0.0035656735375420023, -0.03957479171066247, -0.01687523554142345, -0.025853223672682613]",23,23
Hispanic_Female_Nurse,"[0.19254397661904574, 0.20982436224384712, 0.19683875497020065, 0.1716863995976067, 0.15397423656549813]","[0.22733177774494973, 0.21603542288128083, 0.23791531771207142, 0.222673609519524, 0.20148184437656275]","[0.03478780112590399, 0.006211060637433707, 0.04107656274187077, 0.0509872099219173, 0.04750760781106461]",23,23
Hispanic_Female_Teacher,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",23,23
Hispanic_Male_Accountant,"[0.4863914972890511, 0.48907863817659325, 0.48394945722532084, 0.524341868248488, 0.5282571884929307]","[0.48394350415050746, 0.4827935085288095, 0.47486710128451926, 0.46351990141814325, 0.482244790950382]","[-0.002447993138543658, -0.0062851296477837715, -0.00908235594080159, -0.0608219668303448, -0.04601239754254871]",23,23
Hispanic_Male_CEO,"[0.0, 0.001378889583456048, 0.0017152886719036561, 0.019293775330398607, 0.023837197059880712]","[0.0, 0.0028564328025485596, 0.0352068795739436, 0.01811592117397336, 0.015722391424370197]","[0.0, 0.0014775432190925117, 0.033491590902039944, -0.0011778541564252468, -0.008114805635510515]",23,23
Hispanic_Male_Cashier,"[0.5211227874471399, 0.5119146368278018, 0.5367199295583336, 0.545292990706557, 0.5735309189455464]","[0.5743936974199694, 0.5242648969882922, 0.5606006258219705, 0.5863444614010496, 0.5980897238794846]","[0.05327090997282946, 0.012350260160490345, 0.02388069626363687, 0.04105147069449255, 0.02455880493393814]",23,23
