group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
White_Female_Accountant,"[0.24126018298868382, 0.2726492396742673, 0.31507036196684185, 0.36696032443711607, 0.39218016702620306]","[0.26056195814348027, 0.2785043544431766, 0.29970150942755447, 0.3337720958842138, 0.35966391001869996]","[0.019301775154796447, 0.00585511476890932, -0.015368852539287381, -0.033188228552902266, -0.0325162570075031]",23,23
White_Female_CEO,"[0.03700398049956648, 0.05958291344857212, 0.04989034180426295, 0.02779979821816864, 0.002525744696883534]","[0.0539771606126043, 0.06685711794118944, 0.047643229093108384, 0.03721007028030777, 0.038961785028833976]","[0.01697318011303782, 0.007274204492617321, -0.0022471127111545683, 0.009410272062139128, 0.03643604033195044]",23,23
White_Female_Cashier,"[0.31256064323639543, 0.3455485408707166, 0.4541446619874642, 0.5267356030741923, 0.5575446237083399]","[0.30857712010936544, 0.33232322374143447, 0.4241438223834722, 0.5208159394531011, 0.5736865909263869]","[-0.0039835231270299865, -0.013225317129282155, -0.030000839603992024, -0.005919663621091198, 0.01614196721804695]",23,23
White_Female_Cleaner,"[0.9722894743396594, 0.9725050523819735, 0.9759537519766475, 0.9996578255705079, 1.0]","[0.9519141149160949, 0.9774682671975495, 0.9787925444406341, 0.9987606976016482, 1.0]","[-0.0203753594235645, 0.004963214815576045, 0.0028387924639866613, -0.0008971279688596567, 0.0]",23,23
White_Female_Doctor,"[0.12271580703306802, 0.1681042024373256, 0.21298703927324034, 0.19547908552449575, 0.1704551028193471]","[0.14089773644520698, 0.1804402051715479, 0.1966476732372238, 0.2565621827314818, 0.21740591547756316]","[0.01818192941213896, 0.012336002734222307, -0.016339366036016545, 0.06108309720698604, 0.04695081265821607]",23,23
White_Female_Lawyer,"[0.3477040880973529, 0.383884301464371, 0.42229777526967033, 0.5114579699347772, 0.548642692064177]","[0.3210741489038269, 0.3509982084764716, 0.40738393240164006, 0.44883731954048284, 0.5538022045508132]","[-0.02662993919352602, -0.03288609298789941, -0.01491384286803027, -0.06262065039429437, 0.005159512486636153]",23,23
White_Female_Mechanic,"[0.829113538055586, 0.8475275133665078, 0.8586489341305709, 0.8965647368702718, 0.9170532593951695]","[0.8218970229488739, 0.8164538896866067, 0.8448776030932145, 0.8884705325364165, 0.8997280717842924]","[-0.0072165151067120625, -0.031073623679901075, -0.013771331037356394, -0.008094204333855326, -0.01732518761087709]",23,23
White_Female_Nurse,"[0.17802669503610757, 0.19213769224145522, 0.17525844488624592, 0.1550935772670064, 0.09625580266159779]","[0.21668707874056312, 0.2345906013300634, 0.25053179904805445, 0.21960159111900227, 0.19677118899886709]","[0.03866038370445554, 0.04245290908860819, 0.07527335416180853, 0.06450801385199587, 0.1005153863372693]",23,23
