group_label,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid
Black_Male_Lawyer,"[0.49906966700864414, 0.5249921849551064, 0.5985076935470854, 0.6385649310638873, 0.6305709774071955]","[0.46072149503013315, 0.4749443069455084, 0.5323084553364412, 0.6111341111201152, 0.6992362305184375]","[-0.03834817197851098, -0.05004787800959798, -0.06619923821064422, -0.027430819943772167, 0.06866525311124205]",23,23
Black_Male_Mechanic,"[0.929266879623637, 0.9318507120584031, 0.9816574211325826, 0.9924543349731608, 1.0]","[0.9080363398222492, 0.9189598894968789, 0.9717462338449969, 0.9977404512114647, 0.9962933762174504]","[-0.021230539801387782, -0.012890822561524184, -0.009911187287585665, 0.005286116238303884, -0.0037066237825496007]",23,23
Black_Male_Nurse,"[0.17780228125032732, 0.18464268949858584, 0.1733893074942214, 0.1325470213483406, 0.1063682181328329]","[0.22362956643807677, 0.21341789023290295, 0.23008138512190773, 0.23127957392146659, 0.18571380104469493]","[0.04582728518774945, 0.028775200734317108, 0.05669207762768633, 0.09873255257312599, 0.07934558291186203]",23,23
Black_Male_Teacher,"[0.9333020645993919, 0.9758066629697434, 0.9931814240418158, 0.995806371637234, 0.9820216993343676]","[0.9303573241629215, 0.9743483361265268, 0.9868303441257626, 0.9959306901521714, 0.9832362131971207]","[-0.0029447404364704166, -0.001458326843216562, -0.006351079916053104, 0.00012431851493743817, 0.0012145138627531749]",23,23
Hispanic_Female_Accountant,"[0.7138695915526149, 0.750200383843761, 0.8298344371212787, 0.837991656036283, 0.8511129212598609]","[0.6886465820777818, 0.7358901158218661, 0.7317340360115551, 0.7440914653348243, 0.7376281011887598]","[-0.025223009474833025, -0.014310268021894834, -0.09810040110972362, -0.09390019070145872, -0.11348482007110117]",23,23
Hispanic_Female_CEO,"[0.0, 0.013168760142570951, 0.011671232042665096, 0.01535403725186423, 0.010486679353199326]","[0.0, 0.00035587225634553207, 0.04293095604517657, 0.061705918548030196, 0.07757039699875863]","[0.0, -0.01281288788622542, 0.03125972400251147, 0.046351881296165964, 0.0670837176455593]",23,23
Hispanic_Female_Cashier,"[0.6647875043933575, 0.6995236677707818, 0.8640352601828217, 0.8926794315538048, 0.9413663480933879]","[0.6917697967612333, 0.7359596059303813, 0.8459297268144874, 0.8647687530694632, 0.8945143255449493]","[0.02698229236787575, 0.03643593815959956, -0.018105533368334314, -0.02791067848434159, -0.046852022548438677]",23,23
Hispanic_Female_Cleaner,"[0.9944736774701839, 0.9955102708943543, 0.9932892565235166, 1.0, 1.0]","[0.9746918719451839, 0.9847299156673209, 0.9838914369242763, 1.0, 1.0]","[-0.019781805524999974, -0.010780355227033356, -0.009397819599240353, 0.0, 0.0]",23,23
