intersectional_id,control_id,n_target_imp,n_control_imp,accuracy_imp,f1_score_imp,n_target_exp,n_control_exp,accuracy_exp,f1_score_exp,accuracy_delta,f1_score_delta
Asian_Male_Lawyer,Native American_Male_Lawyer,134,134,0.6453720508166969,0.640498925125353,134,134,0.7566545674531155,0.7486164384856026,0.11128251663641864,0.10811751336024955
Asian_Male_Lawyer,White_Male_Lawyer,134,133,0.7869264136129024,0.7849191675264666,134,133,0.7938409854423292,0.7910852625845733,0.0069145718294267855,0.006166095058106724
Asian_Male_Lawyer,Black_Male_Lawyer,134,133,0.6133783192390367,0.6110979165083064,134,133,0.5967901687454145,0.5889904419131604,-0.016588150493622278,-0.02210747459514595
Asian_Male_Lawyer,Asian_Female_Lawyer,134,133,0.71166415672343,0.7095857867502467,134,133,0.5904647900014159,0.589425904947278,-0.12119936672201403,-0.12015988180296877
Asian_Male_Lawyer,Hispanic_Male_Lawyer,134,133,0.7528233643536574,0.7513264762354631,134,133,0.7877115753433472,0.7859155242241394,0.03488821098968986,0.034589047988676236
Native American_Male_Accountant,Native American_Female_Accountant,134,134,0.5843466424682396,0.5703362082645971,134,134,0.5362825166364186,0.5318918595184117,-0.04806412583182107,-0.03844434874618541
Native American_Male_Accountant,White_Male_Accountant,134,134,0.7737749546279492,0.7721503765703666,134,134,0.7528584392014519,0.7513297152519898,-0.020916515426497306,-0.020820661318376787
Native American_Male_Accountant,Hispanic_Male_Accountant,134,133,0.595696136893959,0.592517704478753,134,133,0.7404081323999654,0.7373411513181334,0.14471199550600644,0.14482344683938042
Native American_Male_Accountant,Black_Male_Accountant,134,133,0.5423915391928096,0.5134154198023462,134,133,0.6438034742027482,0.6406695747325755,0.10141193500993861,0.1272541549302293
Native American_Male_Accountant,Asian_Male_Accountant,134,133,0.617588909912345,0.6121637332378462,134,133,0.672805086818293,0.6702845105943769,0.055216176905947933,0.05812077735653065
Native American_Male_Lawyer,Native American_Female_Lawyer,134,133,0.6079481535827831,0.5984648813855376,134,133,0.5671725167651336,0.5599925903281879,-0.04077563681764951,-0.03847229105734962
Native American_Male_Lawyer,White_Male_Lawyer,134,133,0.7668198375616222,0.765921503085058,134,133,0.7761761336576951,0.7760667881937711,0.009356296096072914,0.010145285108713042
Native American_Male_Lawyer,Black_Male_Lawyer,134,133,0.5867359153569912,0.5745676045879774,134,133,0.7267482720006179,0.7241978261496553,0.14001235664362666,0.14963022156167793
Native American_Male_Lawyer,Hispanic_Male_Lawyer,134,133,0.6332342227542443,0.630220352602235,134,133,0.7285824612889524,0.7253477734336411,0.09534823853470809,0.09512742083140613
Black_Female_Cashier,Black_Male_Cashier,134,134,0.661995597945708,0.6588698947176118,134,134,0.5804842259721203,0.577168723100413,-0.0815113719735876,-0.08170117161719881
Black_Female_Cashier,Native American_Female_Cashier,134,134,0.6283198826118855,0.6224863051979758,134,134,0.7005135730007337,0.7002316089625225,0.07219369038884815,0.07774530376454669
Black_Female_Cashier,Asian_Female_Cashier,134,133,0.5678585679164897,0.5573130344802975,134,133,0.681009383326254,0.6776625338927923,0.11315081540976435,0.12034949941249484
Black_Female_Cashier,White_Female_Cashier,134,133,0.7426600249707173,0.737108392353597,134,133,0.6907891518966162,0.6860475722533493,-0.0518708730741011,-0.051060820100247706
Black_Female_Cashier,Hispanic_Female_Cashier,134,133,0.6608127067485293,0.6551929367301312,134,133,0.6857576810698794,0.6734245100375741,0.024944974321350122,0.01823157330744285
Native American_Male_Teacher,Native American_Female_Teacher,134,134,0.6606016140865738,0.655220577595441,134,134,0.4983859134262655,0.4899985753898176,-0.16221570066030833,-0.16522200220562333
Native American_Male_Teacher,White_Male_Teacher,134,133,0.7105329124351598,0.7052577938057814,134,133,0.7071409494021187,0.7027110239392509,-0.0033919630330411232,-0.0025467698665304628
Native American_Male_Teacher,Black_Male_Teacher,134,133,0.5809404977962146,0.5761959101587314,134,133,0.6545307233601244,0.6438779341336887,0.07359022556390982,0.06768202397495726
Native American_Male_Teacher,Asian_Male_Teacher,134,133,0.6508810544335895,0.6468130732269699,134,133,0.6990796874798884,0.6984589790241964,0.0481986330462989,0.0516459057972265
Native American_Male_Teacher,Hispanic_Male_Teacher,134,133,0.6157547206240105,0.6061048877047737,134,133,0.6994851398488885,0.6941360101179717,0.083730419224878,0.08803112241319799
Hispanic_Male_Doctor,Asian_Male_Doctor,134,134,0.7395417422867514,0.7333934703176581,134,134,0.7499470659407138,0.7441730476576112,0.010405323653962406,0.01077957733995305
Hispanic_Male_Doctor,White_Male_Doctor,134,133,0.7208349422713056,0.7181165659493214,134,133,0.7978511024442986,0.7961049365381163,0.07701616017299295,0.07798837058879493
Hispanic_Male_Doctor,Native American_Male_Doctor,134,133,0.6343257262746007,0.6211646056858824,134,133,0.7288630600713081,0.7250033257769294,0.09453733379670737,0.103838720091047
Hispanic_Male_Doctor,Black_Male_Doctor,134,133,0.6074561403508771,0.6046105147343173,134,133,0.669517543859649,0.6669300510832136,0.06206140350877187,0.06231953634889631
Hispanic_Male_Doctor,Hispanic_Female_Doctor,134,133,0.5979264007413987,0.5929690000794613,134,133,0.5981078889446654,0.5763570390789896,0.00018148820326668869,-0.016611961000471687
Black_Male_Cashier,Asian_Male_Cashier,134,134,0.5942773294203961,0.5879405322487261,134,134,0.6250917094644167,0.6191590074416807,0.030814380044020595,0.03121847519295462
Black_Male_Cashier,White_Male_Cashier,134,133,0.7298335714561532,0.7269033089428645,134,133,0.7864604651761467,0.7844572928324979,0.05662689371999341,0.0575539838896334
Black_Male_Cashier,Hispanic_Male_Cashier,134,133,0.5968001441608423,0.5804248962863441,134,133,0.6985146284640434,0.6980083922245556,0.10171448430320118,0.11758349593821149
Black_Male_Cashier,Native American_Male_Cashier,134,133,0.5937534592166404,0.5883838601514636,134,133,0.6638928576025538,0.6601494260749278,0.07013939838591343,0.07176556592346417
White_Female_Teacher,Native American_Female_Teacher,134,134,0.7554658840792369,0.753940654453535,134,134,0.7408657373440939,0.7384900825191341,-0.014600146735142983,-0.015450571934400914
White_Female_Teacher,Hispanic_Female_Teacher,134,134,0.7719002201027145,0.7698799063923836,134,134,0.8143066764490096,0.806621001493143,0.04240645634629503,0.0367410951007594
White_Female_Teacher,White_Male_Teacher,134,133,0.5516057200962788,0.5334902309969658,134,133,0.5869560180715914,0.5682964241377446,0.03535029797531253,0.03480619314077882
White_Female_Teacher,Asian_Female_Teacher,134,133,0.7344298245614035,0.7260676822908178,134,133,0.6947368421052632,0.6886308599069306,-0.03969298245614028,-0.037436822383887125
White_Female_Teacher,Black_Female_Teacher,134,133,0.7074693336422494,0.700460910654459,134,133,0.6652610984541324,0.6642569575952845,-0.042208235188117005,-0.036203953059174565
Hispanic_Female_CEO,Black_Female_CEO,134,134,0.6457813646368304,0.641876193193452,134,134,0.7175348495964784,0.7124995867205757,0.07175348495964795,0.07062339352712366
Hispanic_Female_CEO,Native American_Female_CEO,134,133,0.6385964912280702,0.6303895892537178,134,133,0.7800438596491228,0.7723171034462964,0.14144736842105265,0.14192751419257865
Hispanic_Female_CEO,White_Female_CEO,134,133,0.784561918368923,0.781696295377374,134,133,0.7577042385861941,0.753373006908758,-0.026857679782728905,-0.02832328846861598
Hispanic_Female_CEO,Asian_Female_CEO,134,133,0.7399122807017544,0.7373653673731029,134,133,0.7596491228070176,0.7569046632803612,0.019736842105263164,0.019539295907258336
Hispanic_Female_CEO,Hispanic_Male_CEO,134,133,0.6482605771582295,0.6437399938094186,134,133,0.5428154483788341,0.5326384276662377,-0.10544512877939538,-0.1111015661431809
White_Male_Cleaner,Native American_Male_Cleaner,134,134,0.7719002201027145,0.7676383442670067,134,134,0.7512105649303008,0.7461345671871987,-0.020689655172413723,-0.021503777079807995
White_Male_Cleaner,Hispanic_Male_Cleaner,134,134,0.7826852531181219,0.780291317687195,134,134,0.8454878943506972,0.8443590494668631,0.06280264123257528,0.06406773177966818
White_Male_Cleaner,Black_Male_Cleaner,134,134,0.7939838591342626,0.7924772821135023,134,134,0.77982391782832,0.7781279023211992,-0.01415994130594267,-0.014349379792303107
White_Male_Cleaner,Asian_Male_Cleaner,134,134,0.7862311915151047,0.7847271703757922,134,134,0.7918119537655584,0.7902362436984243,0.005580762250453675,0.005509073322632063
White_Male_Cleaner,White_Female_Cleaner,134,133,0.6211800594663475,0.6172208334835481,134,133,0.6353708923813569,0.625103765588114,0.014190832915009444,0.00788293210456592
Hispanic_Female_Accountant,Native American_Female_Accountant,134,134,0.6537050623624359,0.6380528845260292,134,134,0.8033015407190021,0.8015628856629957,0.1495964783565662,0.16351000113696657
Hispanic_Female_Accountant,Black_Female_Accountant,134,133,0.5950650654515968,0.5815273285542002,134,133,0.708901932012717,0.7019159314118784,0.11383686656112024,0.12038860285767816
Hispanic_Female_Accountant,Asian_Female_Accountant,134,133,0.6586670270687724,0.6568438631869543,134,133,0.6862570954164575,0.6716754961112541,0.02759006834768507,0.014831632924299787
Hispanic_Female_Accountant,Hispanic_Male_Accountant,134,133,0.6411231674196497,0.6391421418698868,134,133,0.5526328660977462,0.5472818233023073,-0.0884903013219035,-0.09186031856757948
Hispanic_Female_Accountant,White_Female_Accountant,134,133,0.7919849145975724,0.7891035816852197,134,133,0.7883165360209032,0.7824620466050749,-0.003668378576669129,-0.006641535080144756
Native American_Male_Mechanic,Native American_Female_Mechanic,134,134,0.6680851063829787,0.6651273203565715,134,134,0.6096845194424064,0.59596822124461,-0.05840058694057226,-0.0691590991119615
Native American_Male_Mechanic,Asian_Male_Mechanic,134,133,0.5997729788521193,0.5918626635580211,134,133,0.6660203562832245,0.6587209114444004,0.0662473774311052,0.06685824788637929
Native American_Male_Mechanic,White_Male_Mechanic,134,133,0.6978105572073985,0.6943605258459888,134,133,0.761575986922552,0.7545813045121801,0.06376542971515353,0.060220778666191244
Native American_Male_Mechanic,Black_Male_Mechanic,134,133,0.6040377907350917,0.5991094425191459,134,133,0.5497496492515219,0.5244592208582477,-0.05428814148356975,-0.07465022166089819
Native American_Male_Mechanic,Hispanic_Male_Mechanic,134,133,0.6292247493274639,0.6214195164343914,134,133,0.663547901301309,0.6612571792473145,0.03432315197384517,0.039837662812923114
Native American_Male_Cleaner,Hispanic_Male_Cleaner,134,134,0.6489617523265243,0.6447549811299812,134,134,0.7636606878531619,0.7629246968135338,0.11469893552663757,0.11816971568355261
Native American_Male_Cleaner,Black_Male_Cleaner,134,134,0.5470286133528981,0.541399245484548,134,134,0.625898752751284,0.6233538355654037,0.07887013939838594,0.0819545900808557
Native American_Male_Cleaner,Asian_Male_Cleaner,134,134,0.6391049156272928,0.6359465974462569,134,134,0.6930300807043287,0.6905436827041024,0.05392516507703593,0.05459708525784546
Native American_Male_Cleaner,Native American_Female_Cleaner,134,133,0.6705654451609581,0.6688229051238951,134,133,0.6403161241327824,0.6342967533750731,-0.03024932102817568,-0.03452615174882201
White_Male_Nurse,Hispanic_Male_Nurse,134,134,0.7814380044020542,0.7798675042845132,134,134,0.8343360234776227,0.8334809419734963,0.05289801907556846,0.05361343768898308
White_Male_Nurse,White_Female_Nurse,134,133,0.5959446028865266,0.5921832407027158,134,133,0.5116433324691039,0.5039401515760596,-0.08430127041742275,-0.08824308912665613
White_Male_Nurse,Native American_Male_Nurse,134,133,0.7005727819181115,0.6940501031535513,134,133,0.7571777940816825,0.7554297222462957,0.056605012163571056,0.061379619092744364
White_Male_Nurse,Asian_Male_Nurse,134,133,0.7917648118829722,0.7897997884251726,134,133,0.7608899357711961,0.7582781506234513,-0.030874876111776084,-0.03152163780172135
White_Male_Nurse,Black_Male_Nurse,134,133,0.7594298245614035,0.7532741224060269,134,133,0.7175438596491228,0.7078957589394281,-0.04188596491228069,-0.04537836346659874
Native American_Male_CEO,Native American_Female_CEO,134,133,0.6219298245614036,0.6178722926372234,134,133,0.5541666666666668,0.5454595283225496,-0.06776315789473675,-0.0724127643146738
Native American_Male_CEO,Black_Male_CEO,134,133,0.6085526315789475,0.6047668824446818,134,133,0.7745614035087719,0.763923912221224,0.16600877192982444,0.15915702977654222
Native American_Male_CEO,White_Male_CEO,134,133,0.7795639134520087,0.7739548140869983,134,133,0.8417757526611833,0.8375633810633811,0.06221183920917461,0.06360856697638284
Native American_Male_CEO,Hispanic_Male_CEO,134,133,0.6424271886613084,0.6352518485685292,134,133,0.8031522772448362,0.80098379887771,0.16072508858352774,0.16573195030918075
Native American_Male_CEO,Asian_Male_CEO,134,133,0.685934664246824,0.6814536117477294,134,133,0.7658154005703915,0.7626302704173726,0.07988073632356751,0.08117665866964319
Asian_Male_Cashier,Asian_Female_Cashier,134,133,0.597482333861065,0.5921290817311656,134,133,0.5878235574262142,0.5853880658121952,-0.009658776434850802,-0.006741015918970472
Asian_Male_Cashier,White_Male_Cashier,134,133,0.7532854513392799,0.7520128776083471,134,133,0.7864604651761465,0.7843706962471375,0.03317501383686661,0.03235781863879039
Asian_Male_Cashier,Hispanic_Male_Cashier,134,133,0.7047676049992921,0.702943353394021,134,133,0.7340927520562227,0.7316850794357106,0.029325147056930567,0.028741726041689564
Asian_Male_Cashier,Native American_Male_Cashier,134,133,0.6177631578947368,0.6147428400448117,134,133,0.6912280701754385,0.6867494227806855,0.07346491228070173,0.07200658273587379
Native American_Female_Teacher,Hispanic_Female_Teacher,134,134,0.6476155539251651,0.6426880975359189,134,134,0.7418928833455612,0.7391404194234188,0.09427732942039613,0.09645232188749986
Native American_Female_Teacher,Asian_Female_Teacher,134,133,0.5913928254237943,0.5752123401709409,134,133,0.6177703981156119,0.6157135182494526,0.026377572691817508,0.040501178078511724
Native American_Female_Teacher,Black_Female_Teacher,134,133,0.5463232549458754,0.5278801116584235,134,133,0.6829298116898996,0.6814394444737156,0.13660655674402422,0.1535593328152921
Hispanic_Female_Mechanic,Native American_Female_Mechanic,134,134,0.6285399853264858,0.6255855482960511,134,134,0.7155539251650771,0.7115932331771472,0.08701393983859129,0.08600768488109611
Hispanic_Female_Mechanic,White_Female_Mechanic,134,133,0.8164291874219665,0.8141850953420102,134,133,0.8086046002754502,0.8056136224391748,-0.007824587146516238,-0.008571472902835442
Hispanic_Female_Mechanic,Hispanic_Male_Mechanic,134,133,0.6503187306122975,0.6433288910004198,134,133,0.6077227413728746,0.605371525473738,-0.04259598923942287,-0.03795736552668183
Hispanic_Female_Mechanic,Black_Female_Mechanic,134,133,0.6902279543319045,0.6869932063687845,134,133,0.7141239010953649,0.7128589588721651,0.023895946763460407,0.025865752503380635
Hispanic_Female_Mechanic,Asian_Female_Mechanic,134,133,0.7046079983524475,0.6992628690499607,134,133,0.7135588420795201,0.7041338267302173,0.008950843727072666,0.004870957680256582
Hispanic_Male_Cleaner,Black_Male_Cleaner,134,134,0.6200293470286133,0.6098387630840462,134,134,0.7203961848862802,0.7185119627284307,0.10036683785766687,0.10867319964438449
Hispanic_Male_Cleaner,Hispanic_Female_Cleaner,134,134,0.6192223037417461,0.6162899748953896,134,134,0.5975055025678649,0.5936622176547564,-0.021716801173881195,-0.02262775724063326
Hispanic_Male_Cleaner,Asian_Male_Cleaner,134,134,0.7052090975788701,0.7029081031099652,134,134,0.7804108584005869,0.7790860579376379,0.07520176082171681,0.07617795482767264
Black_Male_Cleaner,Asian_Male_Cleaner,134,134,0.6449743213499634,0.6346274468688922,134,134,0.6407190022010271,0.6388857921341593,-0.004255319148936287,0.004258345265267138
Black_Male_Cleaner,Black_Female_Cleaner,134,133,0.6279359900117131,0.6254280028006607,134,133,0.6517596954602206,0.6491633491771569,0.023823705448507537,0.023735346376496214
Native American_Female_Accountant,Black_Female_Accountant,134,133,0.5706207926272027,0.5633409699090782,134,133,0.735923079893424,0.7321240621760126,0.16530228726622131,0.16878309226693433
