
================ PAIRWISE INTERSECTIONAL BIAS REPORT ================

RELATIVE SEMANTIC DISTANCES ACROSS GROUPS:
                intersectional_id                        control_id  exaggeration
               Asian_Female_Nurse             Hispanic_Female_Nurse      0.044972
             Hispanic_Male_Doctor       Native American_Male_Doctor      0.044768
            White_Male_Accountant             Asian_Male_Accountant      0.044719
                 Black_Female_CEO                    Black_Male_CEO      0.044664
               Black_Male_Cashier              Black_Female_Cashier      0.044355
               White_Male_Cleaner                Black_Male_Cleaner      0.043931
          Asian_Female_Accountant Native American_Female_Accountant      0.043316
                Asian_Male_Doctor       Native American_Male_Doctor      0.042977
               White_Male_Cleaner                Asian_Male_Cleaner      0.042531
          Black_Female_Accountant Native American_Female_Accountant      0.042467
                White_Male_Lawyer              Hispanic_Male_Lawyer      0.042003
               Asian_Male_Cashier              Asian_Female_Cashier      0.041936
              Black_Female_Lawyer               Asian_Female_Lawyer      0.041288
               Asian_Male_Teacher             Hispanic_Male_Teacher      0.041039
                 Black_Male_Nurse        Native American_Male_Nurse      0.040920
                White_Male_Lawyer                 Black_Male_Lawyer      0.040865
            White_Female_Mechanic          Hispanic_Female_Mechanic      0.039907
              Black_Female_Lawyer     Native American_Female_Lawyer      0.039627
            Asian_Male_Accountant   Native American_Male_Accountant      0.039555
            Asian_Male_Accountant           Asian_Female_Accountant      0.039324
           Hispanic_Male_Mechanic          Hispanic_Female_Mechanic      0.039236
               Black_Male_Teacher                Asian_Male_Teacher      0.039074
              Black_Female_Doctor            Hispanic_Female_Doctor      0.038954
          White_Female_Accountant             White_Male_Accountant      0.038890
     Native American_Male_Cashier             Hispanic_Male_Cashier      0.038782
               Asian_Female_Nurse                  Asian_Male_Nurse      0.038774
            White_Male_Accountant             Black_Male_Accountant      0.038382
              Hispanic_Female_CEO                  Asian_Female_CEO      0.038298
             Hispanic_Male_Doctor            Hispanic_Female_Doctor      0.038108
               White_Male_Teacher                Black_Male_Teacher      0.037599
              Asian_Male_Mechanic             Asian_Female_Mechanic      0.037564
                Hispanic_Male_CEO                    Black_Male_CEO      0.037551
                White_Male_Lawyer                 Asian_Male_Lawyer      0.037431
               White_Female_Nurse                Asian_Female_Nurse      0.036259
           Hispanic_Female_Lawyer     Native American_Female_Lawyer      0.036095
     Native American_Male_Cashier    Native American_Female_Cashier      0.035066
              Black_Female_Doctor               Asian_Female_Doctor      0.035016
                   Black_Male_CEO                    Asian_Male_CEO      0.034943
          White_Female_Accountant        Hispanic_Female_Accountant      0.034858
            White_Male_Accountant           White_Female_Accountant      0.034804
                White_Male_Lawyer       Native American_Male_Lawyer      0.034759
         Hispanic_Male_Accountant        Hispanic_Female_Accountant      0.034527
              White_Female_Lawyer               Black_Female_Lawyer      0.034189
     Native American_Male_Teacher    Native American_Female_Teacher      0.033612
                 White_Male_Nurse                  Black_Male_Nurse      0.033540
             White_Female_Cleaner    Native American_Female_Cleaner      0.033397
            Black_Female_Mechanic          Hispanic_Female_Mechanic      0.033301
            White_Male_Accountant   Native American_Male_Accountant      0.033295
                 White_Male_Nurse                  Asian_Male_Nurse      0.033282
               White_Female_Nurse                Black_Female_Nurse      0.032348
              Hispanic_Male_Nurse             Hispanic_Female_Nurse      0.032315
                 Black_Female_CEO                  Asian_Female_CEO      0.031126
             White_Female_Cleaner              Asian_Female_Cleaner      0.030968
            White_Female_Mechanic   Native American_Female_Mechanic      0.030549
               Black_Male_Cleaner              Black_Female_Cleaner      0.030356
                   White_Male_CEO          Native American_Male_CEO      0.030222
                Asian_Male_Lawyer               Asian_Female_Lawyer      0.030176
              White_Female_Doctor            Hispanic_Female_Doctor      0.030136
                Hispanic_Male_CEO          Native American_Male_CEO      0.029606
               Asian_Male_Teacher      Native American_Male_Teacher      0.029452
              White_Female_Lawyer               Asian_Female_Lawyer      0.029288
                White_Male_Doctor              Hispanic_Male_Doctor      0.028942
                Asian_Male_Doctor               Asian_Female_Doctor      0.028620
              White_Female_Doctor               Black_Female_Doctor      0.027946
               Asian_Male_Teacher              Asian_Female_Teacher      0.027937
              White_Female_Lawyer     Native American_Female_Lawyer      0.027915
             White_Female_Teacher              Black_Female_Teacher      0.027730
       Native American_Male_Nurse      Native American_Female_Nurse      0.027548
    Native American_Male_Mechanic   Native American_Female_Mechanic      0.027287
            Hispanic_Female_Nurse      Native American_Female_Nurse      0.026732
               Black_Female_Nurse      Native American_Female_Nurse      0.026690
                 White_Female_CEO                  Black_Female_CEO      0.026366
            Hispanic_Male_Teacher           Hispanic_Female_Teacher      0.026151
             Asian_Female_Teacher    Native American_Female_Teacher      0.026122
              White_Female_Doctor               Asian_Female_Doctor      0.026007
              Black_Female_Doctor     Native American_Female_Doctor      0.025873
            White_Male_Accountant          Hispanic_Male_Accountant      0.025596
                Hispanic_Male_CEO               Hispanic_Female_CEO      0.024395
                   White_Male_CEO                    Asian_Male_CEO      0.024055
                 White_Male_Nurse                White_Female_Nurse      0.023915
               Black_Male_Teacher             Hispanic_Male_Teacher      0.023596
               White_Male_Teacher      Native American_Male_Teacher      0.023400
                 White_Female_CEO               Hispanic_Female_CEO      0.022796
                 White_Male_Nurse               Hispanic_Male_Nurse      0.022506
             Black_Female_Teacher              Asian_Female_Teacher      0.022281
          White_Female_Accountant           Asian_Female_Accountant      0.022199
             White_Female_Cleaner              Black_Female_Cleaner      0.022063
                   White_Male_CEO                    Black_Male_CEO      0.021912
               Black_Male_Teacher              Black_Female_Teacher      0.021745
             Black_Female_Teacher           Hispanic_Female_Teacher      0.021555
          White_Female_Accountant           Black_Female_Accountant      0.020859
               White_Male_Teacher              White_Female_Teacher      0.019251
               Black_Male_Teacher      Native American_Male_Teacher      0.018721
               White_Female_Nurse             Hispanic_Female_Nurse      0.018629
                White_Male_Doctor               White_Female_Doctor      0.018454
              Hispanic_Female_CEO        Native American_Female_CEO      0.018441
              White_Female_Doctor     Native American_Female_Doctor      0.018232
             White_Female_Teacher              Asian_Female_Teacher      0.016943
  Native American_Male_Accountant Native American_Female_Accountant      0.016782
             White_Female_Teacher           Hispanic_Female_Teacher      0.016708
          White_Female_Accountant Native American_Female_Accountant      0.016375
               Asian_Female_Nurse      Native American_Female_Nurse      0.014801
                 White_Male_Nurse        Native American_Male_Nurse      0.013622
               White_Male_Teacher             Hispanic_Male_Teacher      0.012895
                White_Male_Doctor       Native American_Male_Doctor      0.012009
               White_Female_Nurse      Native American_Female_Nurse      0.010966
                White_Male_Doctor                 Asian_Male_Doctor      0.010029
                 White_Female_CEO                  Asian_Female_CEO      0.008623
             White_Female_Teacher    Native American_Female_Teacher      0.008359
                White_Male_Doctor                 Black_Male_Doctor      0.007895
                 White_Female_CEO        Native American_Female_CEO      0.007852
             Black_Female_Teacher    Native American_Female_Teacher      0.007445
                 Black_Female_CEO        Native American_Female_CEO      0.007076

STATISTICAL PARITY ANALYSIS:
  exaggeration_min: 0.0071
