intersectional_id,control_id,n_target_imp,n_control_imp,accuracy_imp,f1_score_imp,n_target_exp,n_control_exp,accuracy_exp,f1_score_exp,accuracy_delta,f1_score_delta
Asian_Male_Lawyer,Native American_Male_Lawyer,134,134,0.6697655154836243,0.6510972757492175,134,134,0.7586391827025191,0.7503433390120513,0.08887366721889478,0.0992460632628338
Asian_Male_Lawyer,White_Male_Lawyer,134,133,0.7960700500813422,0.7912251789425456,134,133,0.8052027177900412,0.8036218195097413,0.009132667708698916,0.012396640567195694
Asian_Male_Lawyer,Black_Male_Lawyer,134,133,0.6162436481657542,0.6066297828765373,134,133,0.5847254368422778,0.581565771927796,-0.03151821132347632,-0.025064010948741333
Asian_Male_Lawyer,Asian_Female_Lawyer,134,133,0.7175220900188204,0.713052812927813,134,133,0.6534339213372038,0.6479275946595223,-0.0640881686816166,-0.06512521826829065
Asian_Male_Lawyer,Hispanic_Male_Lawyer,134,133,0.7527768204661772,0.750925796364615,134,133,0.8267861361936619,0.8263233618501374,0.0740093157274847,0.07539756548552246
Native American_Male_Accountant,Native American_Female_Accountant,134,134,0.6248596156818298,0.5987189553012321,134,134,0.5813610839214878,0.5768942331051864,-0.04349853176034202,-0.0218247221960457
Native American_Male_Accountant,White_Male_Accountant,134,134,0.7779348479384541,0.7762589326178143,134,134,0.7626085958758155,0.758627427638147,-0.015326252062638601,-0.017631504979667367
Native American_Male_Accountant,Hispanic_Male_Accountant,134,133,0.5961612767062797,0.5797833874825228,134,133,0.7600774942095807,0.7455065316097014,0.163916217503301,0.1657231441271786
Native American_Male_Accountant,Black_Male_Accountant,134,133,0.5697775288438643,0.5523808470574112,134,133,0.7052446587440742,0.6950813496031186,0.13546712990020982,0.14270050254570743
Native American_Male_Accountant,Asian_Male_Accountant,134,133,0.5857507416504514,0.5559574637686155,134,133,0.699968101055855,0.6968607684922629,0.11421735940540367,0.14090330472364732
Native American_Male_Lawyer,Native American_Female_Lawyer,134,133,0.6114102523206482,0.606217180541418,134,133,0.5113879230597467,0.5017385502927298,-0.10002232926090149,-0.1044786302486882
Native American_Male_Lawyer,White_Male_Lawyer,134,133,0.7995183259434112,0.7985941657962592,134,133,0.8441608982742672,0.8437890674572234,0.044642572330856,0.04519490166096418
Native American_Male_Lawyer,Black_Male_Lawyer,134,133,0.5517179203402266,0.5469081624411459,134,133,0.7525020473638302,0.75105360389642,0.2007841270236036,0.20414544145527402
Native American_Male_Lawyer,Hispanic_Male_Lawyer,134,133,0.6640913585760312,0.6568311291140813,134,133,0.7646081214711794,0.7615753269652429,0.10051676289514822,0.10474419785116162
Black_Female_Cashier,Black_Male_Cashier,134,134,0.6356566397652237,0.6341159154782074,134,134,0.6117388114453413,0.610012969875674,-0.023917828319882428,-0.024102945602533454
Black_Female_Cashier,Native American_Female_Cashier,134,134,0.6362435803374908,0.6149152642412103,134,134,0.6851063829787234,0.6655932251323265,0.04886280264123255,0.0506779608911162
Black_Female_Cashier,Asian_Female_Cashier,134,133,0.6190787584930939,0.6079217858053052,134,133,0.6932788924686593,0.6896966956813455,0.07420013397556535,0.0817749098760403
Black_Female_Cashier,White_Female_Cashier,134,133,0.757309643050815,0.7479085467622067,134,133,0.7492934383871892,0.7470120632232822,-0.008016204663625848,-0.0008964835389245751
Black_Female_Cashier,Hispanic_Female_Cashier,134,133,0.6792453546415624,0.6771730668488757,134,133,0.7328613636507425,0.7255628890653734,0.053616009009180066,0.04838982221649768
Native American_Male_Teacher,Native American_Female_Teacher,134,134,0.6585473220836391,0.6463119814847558,134,134,0.52494497432135,0.513524297872407,-0.13360234776228908,-0.13278768361234872
Native American_Male_Teacher,White_Male_Teacher,134,133,0.7284871030804563,0.7214241364363876,134,133,0.7752234896653823,0.7720825515624,0.04673638658492607,0.050658415126012435
Native American_Male_Teacher,Black_Male_Teacher,134,133,0.5627571082879612,0.5418856015652354,134,133,0.6870289949010457,0.6864441019650057,0.12427188661308453,0.14455850039977036
Native American_Male_Teacher,Asian_Male_Teacher,134,133,0.6638138377619701,0.6593010939392693,134,133,0.6948387508373474,0.6834627850290682,0.031024913075377247,0.02416169108979893
Native American_Male_Teacher,Hispanic_Male_Teacher,134,133,0.5748438496479955,0.5678871300663225,134,133,0.7428122873806,0.7408265568673957,0.1679684377326045,0.17293942680107321
Hispanic_Male_Doctor,Asian_Male_Doctor,134,134,0.7471409915964549,0.7395559166790571,134,134,0.7842741424340776,0.7799302299930109,0.0371331508376227,0.0403743133139538
Hispanic_Male_Doctor,White_Male_Doctor,134,133,0.7981654263515064,0.7977767864002475,134,133,0.7981601809658068,0.7961615477702452,-5.245385699681471e-06,-0.001615238630002347
Hispanic_Male_Doctor,Native American_Male_Doctor,134,133,0.6328718619413698,0.6236185496459715,134,133,0.7772496730358226,0.772835041399712,0.1443778110944528,0.14921649175374052
Hispanic_Male_Doctor,Black_Male_Doctor,134,133,0.6785350708879649,0.6682368403551358,134,133,0.7506822300394415,0.7410232398430475,0.07214715915147651,0.07278639948791177
Hispanic_Male_Doctor,Hispanic_Female_Doctor,134,133,0.6329292800408306,0.6297710291335197,134,133,0.6261603240932725,0.6191456802051409,-0.0067689559475581085,-0.010625348928378742
Black_Male_Cashier,Asian_Male_Cashier,134,134,0.6396918561995598,0.631700021475111,134,134,0.6638297872340425,0.6571340233565202,0.024137931034482696,0.025434001881409207
Black_Male_Cashier,White_Male_Cashier,134,133,0.73984816102587,0.7330591878602097,134,133,0.7623943347475197,0.7554234236097398,0.022546173721649687,0.02236423574953006
Black_Male_Cashier,Hispanic_Male_Cashier,134,133,0.6216274841302754,0.6166282538183575,134,133,0.7151232894191202,0.7084002615876746,0.09349580528884482,0.09177200776931704
Black_Male_Cashier,Native American_Male_Cashier,134,133,0.5902484927748891,0.5864284772766082,134,133,0.6915148808574436,0.6842862532120565,0.1012663880825545,0.09785777593544831
White_Female_Teacher,Native American_Female_Teacher,134,134,0.7459280997798974,0.7422489210219322,134,134,0.7804108584005869,0.7787476294475321,0.0344827586206895,0.03649870842559988
White_Female_Teacher,Hispanic_Female_Teacher,134,134,0.8011005135730007,0.7981509805500329,134,134,0.7870873074101248,0.7838807990536429,-0.014013206162875935,-0.014270181496389922
White_Female_Teacher,White_Male_Teacher,134,133,0.6011228428339022,0.5972639565100204,134,133,0.56416153625315,0.5581205339577257,-0.03696130658075214,-0.03914342255229475
White_Female_Teacher,Asian_Female_Teacher,134,133,0.7452430139913245,0.7444079567605281,134,133,0.7271857422352653,0.7189979104954949,-0.0180572717560592,-0.02541004626503318
White_Female_Teacher,Black_Female_Teacher,134,133,0.7346358735525854,0.7331121751888714,134,133,0.7214647995151361,0.718125604011463,-0.013171074037449326,-0.014986571177408425
Hispanic_Female_CEO,Black_Female_CEO,134,134,0.6638297872340425,0.6602798065225552,134,134,0.7451210564930301,0.7442292512007863,0.08129126925898755,0.08394944467823107
Hispanic_Female_CEO,Native American_Female_CEO,134,133,0.698396640718276,0.6970475979958739,134,133,0.7758843443806054,0.7729806056018422,0.07748770366232938,0.07593300760596833
Hispanic_Female_CEO,White_Female_CEO,134,133,0.8173817346645826,0.8155128147944829,134,133,0.7793932820823631,0.7748167635589794,-0.0379884525822195,-0.04069605123550346
Hispanic_Female_CEO,Asian_Female_CEO,134,133,0.6996727380498846,0.6954736781757012,134,133,0.7933946858816601,0.7890877975400392,0.09372194783177545,0.09361411936433806
Hispanic_Female_CEO,Hispanic_Male_CEO,134,133,0.6574132771524918,0.6556046514302064,134,133,0.6034214638652167,0.5990268100377076,-0.05399181328727509,-0.05657784139249877
White_Male_Cleaner,Native American_Male_Cleaner,134,134,0.7710931768158474,0.768091332457748,134,134,0.7994864269992663,0.7966997424664097,0.028393250183418872,0.028608410008661767
White_Male_Cleaner,Hispanic_Male_Cleaner,134,134,0.8284666177549523,0.8260391090488912,134,134,0.8815847395451211,0.880430368110224,0.053118121790168726,0.0543912590613328
White_Male_Cleaner,Black_Male_Cleaner,134,134,0.7958180484225972,0.7940317536946859,134,134,0.7925898752751284,0.7875461858103296,-0.003228173147468816,-0.00648556788435628
White_Male_Cleaner,Asian_Male_Cleaner,134,134,0.7993727783215703,0.7967277800850168,134,134,0.8243302766472619,0.8224873488399643,0.024957498325691607,0.02575956875494756
White_Male_Cleaner,White_Female_Cleaner,134,133,0.6211904685954895,0.6174064115837901,134,133,0.6580943570767808,0.6561042255270501,0.036903888481291225,0.038697813943259995
Hispanic_Female_Accountant,Native American_Female_Accountant,134,134,0.6609684519442406,0.6585478948036821,134,134,0.8272193690388848,0.8242141721745657,0.16625091709464423,0.16566627737088357
Hispanic_Female_Accountant,Black_Female_Accountant,134,133,0.6071198443331525,0.5892760832997723,134,133,0.7561899901113271,0.7542840148791143,0.14907014577817468,0.16500793157934202
Hispanic_Female_Accountant,Asian_Female_Accountant,134,133,0.6914925515965422,0.6796546304474693,134,133,0.6996235924590894,0.6949653218167822,0.008131040862547234,0.015310691369312845
Hispanic_Female_Accountant,Hispanic_Male_Accountant,134,133,0.6347985581677247,0.6293815449256626,134,133,0.6158154965070656,0.605168596560708,-0.018983061660659106,-0.02421294836495458
Hispanic_Female_Accountant,White_Female_Accountant,134,133,0.8120067625761587,0.8082048549570123,134,133,0.8362021117101024,0.8336270407943275,0.024195349133943722,0.025422185837315148
Native American_Male_Mechanic,Native American_Female_Mechanic,134,134,0.693837123991196,0.6841443076265048,134,134,0.6022010271460014,0.5984428204530186,-0.09163609684519458,-0.08570148717348625
Native American_Male_Mechanic,Asian_Male_Mechanic,134,133,0.6475284858377461,0.6439279217230006,134,133,0.7512567932633603,0.7494484821749157,0.10372830742561412,0.10552056045191505
Native American_Male_Mechanic,White_Male_Mechanic,134,133,0.7649430603847012,0.7619136410800992,134,133,0.7875594117834699,0.7832202103705032,0.02261635139876872,0.021306569290403976
Native American_Male_Mechanic,Black_Male_Mechanic,134,133,0.6000956968324349,0.5944121200322338,134,133,0.6541484576860506,0.6458744581015389,0.054052760853615656,0.051462338069305114
Native American_Male_Mechanic,Hispanic_Male_Mechanic,134,133,0.6611726051867682,0.6568490820740909,134,133,0.7603177134836837,0.7577990005808843,0.09914510829691547,0.10094991850679347
