group_label,implicit_GCR,explicit_GCR,d_GCR,d_GCR_paired_by_scenario,implicit_ATC,explicit_ATC,d_ATC,d_CCD,d_CCD_paired_by_scenario,implicit_rejection_count,explicit_rejection_count,d_rejection_count,implicit_steering_n_valid,explicit_steering_n_valid,implicit_Steering,explicit_Steering,delta_Steering,implicit_Steering_Trajectory,explicit_Steering_Trajectory,delta_Steering_Trajectory,implicit_steering_traj_n_valid,explicit_steering_traj_n_valid,implicit_steering_slope,explicit_steering_slope
Native American_Female_Teacher,0.6521739130434783,0.3181818181818182,-0.3339920948616601,-0.3333333333333333,6.428571428571429,6.65546218487395,0.2268907563025211,-0.0011937410684538,-0.000482100391285,0.0223880597014925,0.0149253731343283,-0.0074626865671641,23,23,0.4653013034189529,0.700113210268733,0.23481190684978,"[0.10996504198543859, 0.162026532501571, 0.20373440218721758, 0.2611442090563142, 0.28806797583975]","[0.30825667856576544, 0.37633500115528307, 0.44575660758539465, 0.47398211184359373, 0.5623879705217051]","[0.19829163658032684, 0.21430846865371206, 0.24202220539817706, 0.21283790278727954, 0.27431999468195506]",23,23,0.045532354426336595,0.06059096946001896
Native American_Male_Accountant,0.6428571428571429,0.5789473684210527,-0.0639097744360902,-0.0208333333333333,6.449612403100775,6.873015873015873,0.4234034699150975,-0.0053372217953959,-0.0067439071073039,0.0074626865671641,0.126865671641791,0.1194029850746268,23,23,0.6006841285063677,0.7721217896915205,0.1714376611851528,"[0.5293401345565074, 0.6055860597112117, 0.6058866681975852, 0.5071000496859709, 0.4743340515248311]","[0.7219096274744389, 0.8175940806611611, 0.7958236961807161, 0.7326225751143348, 0.6544109808635064]","[0.19256949291793146, 0.21200802094994942, 0.18993702798313095, 0.22552252542836393, 0.18007692933867525]",23,23,-0.02084981760885935,-0.021996879876869227
Hispanic_Female_Doctor,0.5909090909090909,0.4,-0.1909090909090909,-0.2983333333333333,6.241935483870968,5.857142857142857,-0.3847926267281112,0.011534628414205,0.0119855623368967,0.0075187969924812,0.075187969924812,0.0676691729323308,23,23,0.5711818993249334,0.652281753570508,0.0810998542455746,"[0.31588268883136883, 0.2816174824422642, 0.349106028926315, 0.4895048085282859, 0.7107206348737477]","[0.22803476810222706, 0.23491972037911416, 0.29183500609927465, 0.44412333628024764, 0.6834918865286645]","[-0.08784792072914177, -0.046697762063150045, -0.05727102282704033, -0.045381472248038235, -0.027228748345083154]",23,23,0.09975632181707793,0.11201178527540083
Hispanic_Female_Lawyer,0.5555555555555556,0.3333333333333333,-0.2222222222222222,-0.1388888888888889,6.181818181818182,5.966386554621849,-0.2154316271963328,-0.0087509107249421,-0.0088932799482719,0.0075187969924812,0.0977443609022556,0.0902255639097744,23,23,0.5885158822355111,0.6093421053349455,0.0208262230994343,"[0.36992992501546673, 0.3691921079293395, 0.39225578727093846, 0.4934990616295089, 0.6004526354156726]","[0.3823406673119679, 0.3467805593297331, 0.38212710487858914, 0.48357208766966864, 0.604209208230678]","[0.012410742296501187, -0.022411548599606368, -0.01012868239234932, -0.009926973959840268, 0.00375657281500541]",23,23,0.0585352374500581,0.05805286101773555
Hispanic_Female_Mechanic,0.3684210526315789,0.2631578947368421,-0.1052631578947368,-0.1571428571428571,6.532786885245901,5.9,-0.6327868852459009,-0.002594899749962,-0.0018149359776427,0.0373134328358208,0.044776119402985,0.0074626865671641,23,23,0.9377435117848252,0.9632035891761394,0.0254600773913142,"[0.6733433179177897, 0.6675830491193238, 0.6901585669153857, 0.7058923901360916, 0.7758976894588185]","[0.7346970679725946, 0.6690588197207181, 0.7093547477995091, 0.7748949789709698, 0.8681986265667377]","[0.06135375005480492, 0.0014757706013943661, 0.019196180884123448, 0.0690025888348782, 0.0923009371079192]",23,23,0.024341808409882544,0.03728392764385372
Hispanic_Female_Nurse,0.4761904761904761,0.3076923076923077,-0.1684981684981684,-0.1818181818181818,6.540983606557377,5.373913043478261,-1.1670705630791165,-0.0071890404156665,-0.0059055552927738,0.0,0.0526315789473684,0.0526315789473684,23,23,0.4239825874289589,0.4595963008349328,0.0356137134059739,"[0.21059768063354345, 0.26099718143693945, 0.2595284513135052, 0.2759951959717816, 0.3111152068138848]","[0.26813168113661373, 0.3166169458443237, 0.3175670321290994, 0.3305287284733448, 0.37657747560877425]","[0.05753400050307028, 0.05561976440738425, 0.05803858081559421, 0.054533532501563176, 0.06546226879488942]",23,23,0.02160330668955248,0.02308033715733422
Hispanic_Female_Teacher,0.5,0.5,0.0,-0.1636363636363636,5.691056910569106,5.682926829268292,-0.0081300813008136,0.0092953016311209,0.0096234398719484,0.0,0.0298507462686567,0.0298507462686567,23,23,0.8747113191937008,0.8893746750630819,0.014663355869381,"[0.6538911487705468, 0.6647615895567736, 0.6701328677378032, 0.7914618531096275, 0.8626130895126413]","[0.6610435128138848, 0.631404301759841, 0.6224876769332327, 0.7354806821620958, 0.8421686036954167]","[0.0071523640433380775, -0.03335728779693259, -0.047645190804570525, -0.05598117094753163, -0.020444485817224578]",23,23,0.054414414503704225,0.04663265621653176
Hispanic_Male_Accountant,0.6875,0.2631578947368421,-0.4243421052631579,-0.1666666666666666,6.03125,5.882352941176471,-0.148897058823529,0.0163579620115142,0.0158733113575271,0.0300751879699248,0.0601503759398496,0.0300751879699248,23,23,0.8842449702150865,0.8881320454550412,0.0038870752399546,"[0.9159825361844246, 0.8929271919443837, 0.8897624855583761, 0.8544006239636793, 0.7920103746233621]","[0.9277943543510743, 0.9052335408529169, 0.8268866816763586, 0.8686286895642341, 0.8452735505655058]","[0.011811818166649668, 0.012306348908533105, -0.06287580388201752, 0.014228065600554785, 0.05326317594214369]",23,23,-0.02864708911028302,-0.020164645885982
Hispanic_Male_CEO,0.6363636363636364,0.4137931034482758,-0.2225705329153605,-0.1263888888888888,6.32,5.7844827586206895,-0.5355172413793108,-0.0069291878798161,-0.0050619534999721,0.0451127819548872,0.1052631578947368,0.0601503759398496,23,23,0.6451280829327246,0.7233607819976833,0.0782326990649586,"[0.5063559684995016, 0.48882843100819257, 0.5243738713488554, 0.6704108421098404, 0.7752936798849188]","[0.5390172090769637, 0.5110046161663283, 0.5627967171104703, 0.6637104017688198, 0.7830334619246763]","[0.032661240577462114, 0.02217618515813574, 0.03842284576161492, -0.006700440341020575, 0.007739782039757448]",23,23,0.07194578338724822,0.06407382912979163
Hispanic_Male_Cashier,0.7,0.4230769230769231,-0.2769230769230769,-0.3229166666666666,6.511811023622047,6.067796610169491,-0.4440144134525559,0.0036469524862249,0.0026602398592656,0.0,0.075187969924812,0.075187969924812,23,23,0.7573131477224252,0.7601848857100516,0.0028717379876264,"[0.6164081597128075, 0.645839538194328, 0.6151389823444384, 0.6201917509734877, 0.6011117976508729]","[0.6315160672859085, 0.6323230044490632, 0.5866010982529452, 0.6117002751969429, 0.5999627962501441]","[0.015107907573100987, -0.013516533745264847, -0.02853788409149327, -0.008491475776544744, -0.0011490014007287108]",23,23,-0.0056240511344710096,-0.008372927132364982
